countryiso3code,country,indicator,date,value
CIV,Cote d'Ivoire,UNEMPLOYMENT,2024,2.273
CIV,Cote d'Ivoire,POPULATION,2020,28915449.0
CIV,Cote d'Ivoire,POPULATION,2021,29639736.0
CIV,Cote d'Ivoire,POPULATION,2022,30395002.0
CIV,Cote d'Ivoire,POPULATION,2023,31165654.0
CIV,Cote d'Ivoire,POPULATION,2024,31934230.0
GHA,Ghana,CURRENT_ACCOUNT,2020,-3.04816313374944
GHA,Ghana,CURRENT_ACCOUNT,2021,-2.8205574143058
GHA,Ghana,CURRENT_ACCOUNT,2022,-2.33126484632356
GHA,Ghana,CURRENT_ACCOUNT,2023,-0.911884130701339
GHA,Ghana,CURRENT_ACCOUNT,2024,1.91923157284388
GHA,Ghana,FDI,2020,1875782953.46905
GHA,Ghana,FDI,2021,2533586462.03873
GHA,Ghana,FDI,2022,1428411737.133
GHA,Ghana,FDI,2023,1319315614.67989
GHA,Ghana,FDI,2024,1765552579.5641
GHA,Ghana,INFLATION,2020,9.88728956269944
GHA,Ghana,INFLATION,2021,9.9710886750444
GHA,Ghana,INFLATION,2022,31.2558951049016
GHA,Ghana,INFLATION,2023,38.1069656296501
GHA,Ghana,INFLATION,2024,22.8483281157842
GHA,Ghana,EXPORTS,2020,22070393252.1853
GHA,Ghana,EXPORTS,2021,23898089227.0418
GHA,Ghana,EXPORTS,2022,25623315466.9184
GHA,Ghana,EXPORTS,2023,25590486225.4334
GHA,Ghana,EXPORTS,2024,29197465998.8647
GHA,Ghana,IMPORTS,2020,24537944240.0045
GHA,Ghana,IMPORTS,2021,25963543826.9813
GHA,Ghana,IMPORTS,2022,26205330553.5428
GHA,Ghana,IMPORTS,2023,26272099171.5081
GHA,Ghana,IMPORTS,2024,28244066026.1723
GHA,Ghana,GDP_GROWTH,2020,0.513941670628171
GHA,Ghana,GDP_GROWTH,2021,5.07646643533542
GHA,Ghana,GDP_GROWTH,2022,3.80484978178042
GHA,Ghana,GDP_GROWTH,2023,3.14009100080186
GHA,Ghana,GDP_GROWTH,2024,5.84746854280382
GHA,Ghana,GDP_PC,2020,2195.45481659987
GHA,Ghana,GDP_PC,2021,2445.18662529344
GHA,Ghana,GDP_PC,2022,2229.89122654479
GHA,Ghana,GDP_PC,2023,2383.90410476221
GHA,Ghana,GDP_PC,2024,2419.2518672482
GHA,Ghana,UNEMPLOYMENT,2020,3.178
GHA,Ghana,UNEMPLOYMENT,2021,3.2
GHA,Ghana,UNEMPLOYMENT,2022,2.87
GHA,Ghana,UNEMPLOYMENT,2023,2.829
GHA,Ghana,UNEMPLOYMENT,2024,2.82
GHA,Ghana,POPULATION,2020,31887809.0
GHA,Ghana,POPULATION,2021,32518665.0
GHA,Ghana,POPULATION,2022,33149152.0
GHA,Ghana,POPULATION,2023,33787914.0
GHA,Ghana,POPULATION,2024,34427414.0
GIN,Guinea,CURRENT_ACCOUNT,2020,19.0560604764664
GIN,Guinea,CURRENT_ACCOUNT,2021,27.1761588078073
GIN,Guinea,CURRENT_ACCOUNT,2022,16.8265386883899
GIN,Guinea,CURRENT_ACCOUNT,2023,8.48425837744304
GIN,Guinea,CURRENT_ACCOUNT,2024,-1.56673613616474
GIN,Guinea,FDI,2020,176350000.0
GIN,Guinea,FDI,2021,197610000.0
GIN,Guinea,FDI,2022,658300000.0
GIN,Guinea,FDI,2023,1314930000.0
GIN,Guinea,FDI,2024,1401830000.0
GIN,Guinea,INFLATION,2020,10.6016203387167
GIN,Guinea,INFLATION,2021,12.5972882566934
GIN,Guinea,INFLATION,2022,10.4930409984424
GIN,Guinea,INFLATION,2023,7.80497591927973
GIN,Guinea,INFLATION,2024,8.12313914948596
GIN,Guinea,EXPORTS,2020,6617433828.61847
GIN,Guinea,EXPORTS,2021,9596023580.50904
GIN,Guinea,EXPORTS,2022,9043059038.49661
GIN,Guinea,EXPORTS,2023,9888943025.0436
GIN,Guinea,EXPORTS,2024,10351843899.1646
GIN,Guinea,IMPORTS,2020,9692379045.73057
GIN,Guinea,IMPORTS,2021,10066835236.1114
GIN,Guinea,IMPORTS,2022,9705672892.03881
GIN,Guinea,IMPORTS,2023,11584168920.1287
GIN,Guinea,IMPORTS,2024,14101095979.5768
GIN,Guinea,GDP_GROWTH,2020,4.70459096113575
GIN,Guinea,GDP_GROWTH,2021,5.5823328114905
GIN,Guinea,GDP_GROWTH,2022,3.97240784200721
GIN,Guinea,GDP_GROWTH,2023,5.54172668627702
GIN,Guinea,GDP_GROWTH,2024,5.35004659049265
GIN,Guinea,GDP_PC,2020,1053.66097696415
GIN,Guinea,GDP_PC,2021,1244.96550477914
GIN,Guinea,GDP_PC,2022,1416.59612011764
GIN,Guinea,GDP_PC,2023,1555.49375806861
GIN,Guinea,GDP_PC,2024,1694.95375862185
GIN,Guinea,UNEMPLOYMENT,2020,6.007
GIN,Guinea,UNEMPLOYMENT,2021,5.815
GIN,Guinea,UNEMPLOYMENT,2022,5.174
GIN,Guinea,UNEMPLOYMENT,2023,5.141
GIN,Guinea,UNEMPLOYMENT,2024,5.132
GIN,Guinea,POPULATION,2020,13371183.0
GIN,Guinea,POPULATION,2021,13710513.0
GIN,Guinea,POPULATION,2022,14055137.0
GIN,Guinea,POPULATION,2023,14405468.0
GIN,Guinea,POPULATION,2024,14754785.0
LBR,Liberia,CURRENT_ACCOUNT,2020,-10.3043027389936
LBR,Liberia,CURRENT_ACCOUNT,2021,-2.83280554425972
LBR,Liberia,CURRENT_ACCOUNT,2022,-8.71094478928875
LBR,Liberia,CURRENT_ACCOUNT,2023,-11.5068290648574
LBR,Liberia,CURRENT_ACCOUNT,2024,2.50632277204121
LBR,Liberia,FDI,2020,-94014462.196
LBR,Liberia,FDI,2021,-39290946.93
LBR,Liberia,FDI,2022,123765393.588
LBR,Liberia,FDI,2023,312281351.862
LBR,Liberia,FDI,2024,471538316.99677
LBR,Liberia,INFLATION,2020,16.9557241496255
LBR,Liberia,INFLATION,2021,7.81559385858648
LBR,Liberia,INFLATION,2022,7.59298486560313
LBR,Liberia,INFLATION,2023,10.0944535665552
LBR,Liberia,INFLATION,2024,8.21497439118964
LBR,Liberia,GDP_GROWTH,2020,-2.98249127649473
LBR,Liberia,GDP_GROWTH,2021,4.98671283481617
LBR,Liberia,GDP_GROWTH,2022,4.80810517290655
LBR,Liberia,GDP_GROWTH,2023,4.68375688761311
LBR,Liberia,GDP_GROWTH,2024,4.02185464964835
LBR,Liberia,GDP_PC,2020,616.787867006715
LBR,Liberia,GDP_PC,2021,667.96610514319
LBR,Liberia,GDP_PC,2022,744.617175237387
LBR,Liberia,GDP_PC,2023,799.194470229642
LBR,Liberia,GDP_PC,2024,851.497723870206
LBR,Liberia,UNEMPLOYMENT,2020,4.102
LBR,Liberia,UNEMPLOYMENT,2021,3.844
LBR,Liberia,UNEMPLOYMENT,2022,2.956
LBR,Liberia,UNEMPLOYMENT,2023,2.905
LBR,Liberia,UNEMPLOYMENT,2024,2.914
LBR,Liberia,POPULATION,2020,5149463.0
LBR,Liberia,POPULATION,2021,5259323.0
LBR,Liberia,POPULATION,2022,5373294.0
LBR,Liberia,POPULATION,2023,5493031.0
LBR,Liberia,POPULATION,2024,5612817.0
MLI,Mali,CURRENT_ACCOUNT,2020,-1.83434524248166
MLI,Mali,CURRENT_ACCOUNT,2021,-6.38508311257971
MLI,Mali,CURRENT_ACCOUNT,2022,-6.54582121437752
MLI,Mali,CURRENT_ACCOUNT,2023,-6.49904215184635
MLI,Mali,CURRENT_ACCOUNT,2024,-4.32974251221221
MLI,Mali,FDI,2020,536851812.897275
MLI,Mali,FDI,2021,639944165.358959
MLI,Mali,FDI,2022,715469994.852307
MLI,Mali,FDI,2023,702559730.160354
MLI,Mali,FDI,2024,921044497.586045
MLI,Mali,INFLATION,2020,0.438088940320669
MLI,Mali,INFLATION,2021,3.92560283104277
MLI,Mali,INFLATION,2022,9.62147608489064
MLI,Mali,INFLATION,2023,2.05880228274223
MLI,Mali,INFLATION,2024,3.2063986409966
MLI,Mali,EXPORTS,2020,5204085877.66132
MLI,Mali,EXPORTS,2021,5389820860.67646
MLI,Mali,EXPORTS,2022,5866178905.32816
MLI,Mali,EXPORTS,2023,6141554207.08006
MLI,Mali,EXPORTS,2024,5974568257.06758
MLI,Mali,IMPORTS,2020,6395707970.69675
MLI,Mali,IMPORTS,2021,7654213177.65694
MLI,Mali,IMPORTS,2022,8009736749.56921
MLI,Mali,IMPORTS,2023,8137764865.45859
MLI,Mali,IMPORTS,2024,7343580592.96065
MLI,Mali,GDP_GROWTH,2020,-1.16910834857605
MLI,Mali,GDP_GROWTH,2021,3.10094124463507
MLI,Mali,GDP_GROWTH,2022,3.70319027585386
MLI,Mali,GDP_GROWTH,2023,4.76394100040932
MLI,Mali,GDP_GROWTH,2024,5.01653579205785
MLI,Mali,GDP_PC,2020,953.242943290974
MLI,Mali,GDP_PC,2021,1027.27345365357
MLI,Mali,GDP_PC,2022,976.914116406452
MLI,Mali,GDP_PC,2023,1042.44223444837
MLI,Mali,GDP_PC,2024,1093.2523323649
MLI,Mali,UNEMPLOYMENT,2020,3.528
MLI,Mali,UNEMPLOYMENT,2021,4.006
MLI,Mali,UNEMPLOYMENT,2022,2.387
MLI,Mali,UNEMPLOYMENT,2023,2.947
MLI,Mali,UNEMPLOYMENT,2024,2.924
MLI,Mali,POPULATION,2020,21713836.0
MLI,Mali,POPULATION,2021,22388630.0
MLI,Mali,POPULATION,2022,23072640.0
MLI,Mali,POPULATION,2023,23769127.0
MLI,Mali,POPULATION,2024,24478595.0
SEN,Senegal,CURRENT_ACCOUNT,2020,-10.8532305243561
SEN,Senegal,CURRENT_ACCOUNT,2021,-12.0900482268387
SEN,Senegal,CURRENT_ACCOUNT,2022,-19.9485520410487
SEN,Senegal,CURRENT_ACCOUNT,2023,-19.7803402658787
SEN,Senegal,FDI,2020,1845665272.73822
SEN,Senegal,FDI,2021,2588127208.45378
SEN,Senegal,FDI,2022,2928675555.20778
SEN,Senegal,FDI,2023,4789996739.26742
SEN,Senegal,FDI,2024,2016428880.0
SEN,Senegal,INFLATION,2020,2.54314685681662
SEN,Senegal,INFLATION,2021,2.18032278088147
SEN,Senegal,INFLATION,2022,9.69681899081073
SEN,Senegal,INFLATION,2023,5.93947798773215
SEN,Senegal,INFLATION,2024,0.804503298792438
SEN,Senegal,EXPORTS,2020,5077951817.12245
SEN,Senegal,EXPORTS,2021,6781011708.68501
SEN,Senegal,EXPORTS,2022,7417917497.04587
SEN,Senegal,EXPORTS,2023,7092836396.8035
SEN,Senegal,EXPORTS,2024,8197606373.40137
SEN,Senegal,IMPORTS,2020,9651853852.83994
SEN,Senegal,IMPORTS,2021,12311805834.7268
SEN,Senegal,IMPORTS,2022,14641332038.724
SEN,Senegal,IMPORTS,2023,14883981467.266
SEN,Senegal,IMPORTS,2024,13754025059.2901
SEN,Senegal,GDP_GROWTH,2020,1.34207377285524
SEN,Senegal,GDP_GROWTH,2021,6.5440010991951
SEN,Senegal,GDP_GROWTH,2022,3.85043193752725
SEN,Senegal,GDP_GROWTH,2023,4.25743083300657
SEN,Senegal,GDP_GROWTH,2024,6.46220577412338
SEN,Senegal,GDP_PC,2020,1461.08720350553
SEN,Senegal,GDP_PC,2021,1598.10676952274
SEN,Senegal,GDP_PC,2022,1574.0281059306
SEN,Senegal,GDP_PC,2023,1698.03387300843
SEN,Senegal,GDP_PC,2024,1738.73223822106
SEN,Senegal,UNEMPLOYMENT,2020,3.432
SEN,Senegal,UNEMPLOYMENT,2021,3.436
SEN,Senegal,UNEMPLOYMENT,2022,2.837
SEN,Senegal,UNEMPLOYMENT,2023,2.784
SEN,Senegal,UNEMPLOYMENT,2024,2.788
SEN,Senegal,POPULATION,2020,16789219.0
SEN,Senegal,POPULATION,2021,17220867.0
SEN,Senegal,POPULATION,2022,17651103.0
SEN,Senegal,POPULATION,2023,18077573.0
SEN,Senegal,POPULATION,2024,18501984.0
SLE,Sierra Leone,CURRENT_ACCOUNT,2020,-5.83728154393524
SLE,Sierra Leone,CURRENT_ACCOUNT,2021,-7.29482310965872
SLE,Sierra Leone,CURRENT_ACCOUNT,2022,-6.3486336227146
SLE,Sierra Leone,CURRENT_ACCOUNT,2023,-7.86330353335447
SLE,Sierra Leone,CURRENT_ACCOUNT,2024,-14.1190349801252
SLE,Sierra Leone,FDI,2020,51000000.0
SLE,Sierra Leone,FDI,2021,214000000.0
SLE,Sierra Leone,FDI,2022,145000000.0
SLE,Sierra Leone,FDI,2023,145910237.670517
SLE,Sierra Leone,FDI,2024,121785333.781549
SLE,Sierra Leone,INFLATION,2020,13.4468711101052
SLE,Sierra Leone,INFLATION,2021,11.8739588840234
SLE,Sierra Leone,INFLATION,2022,27.2082883814653
SLE,Sierra Leone,INFLATION,2023,47.6428733253179
SLE,Sierra Leone,INFLATION,2024,28.6337500014115
SLE,Sierra Leone,EXPORTS,2020,661505014.228488
SLE,Sierra Leone,EXPORTS,2021,1114288670.11354
SLE,Sierra Leone,EXPORTS,2022,1194958865.00589
SLE,Sierra Leone,EXPORTS,2023,1344997466.54228
SLE,Sierra Leone,EXPORTS,2024,1203610315.47802
SLE,Sierra Leone,IMPORTS,2020,1385993375.12883
SLE,Sierra Leone,IMPORTS,2021,1906108257.87819
SLE,Sierra Leone,IMPORTS,2022,2013408071.81272
SLE,Sierra Leone,IMPORTS,2023,2202122026.06211
SLE,Sierra Leone,IMPORTS,2024,1622864248.13392
SLE,Sierra Leone,GDP_GROWTH,2020,-1.2533490322766
SLE,Sierra Leone,GDP_GROWTH,2021,5.8968527047094
SLE,Sierra Leone,GDP_GROWTH,2022,5.3135546141915
SLE,Sierra Leone,GDP_GROWTH,2023,5.7100218981806
SLE,Sierra Leone,GDP_GROWTH,2024,4.29322334404611
SLE,Sierra Leone,GDP_PC,2020,845.277558236182
SLE,Sierra Leone,GDP_PC,2021,885.396401613729
SLE,Sierra Leone,GDP_PC,2022,860.371067874555
SLE,Sierra Leone,GDP_PC,2023,758.329137301888
SLE,Sierra Leone,GDP_PC,2024,806.654650274255
SLE,Sierra Leone,UNEMPLOYMENT,2020,3.509
SLE,Sierra Leone,UNEMPLOYMENT,2021,3.551
SLE,Sierra Leone,UNEMPLOYMENT,2022,3.137
SLE,Sierra Leone,UNEMPLOYMENT,2023,3.092
SLE,Sierra Leone,UNEMPLOYMENT,2024,3.103
SLE,Sierra Leone,POPULATION,2020,7912558.0
SLE,Sierra Leone,POPULATION,2021,8094602.0
SLE,Sierra Leone,POPULATION,2022,8276807.0
SLE,Sierra Leone,POPULATION,2023,8460512.0
SLE,Sierra Leone,POPULATION,2024,8642022.0
